Latitude,Longitude,DateTime,N_res,E_res,C_res,TotalPoints,Minimum_Distance,Average_Distance,N,E,C,H,D,F,I
38.1,23.9,2015-03-07 00:14:00,-12.21288014029477,14.974320769954641,2.883953493032506,7,445.5370270981368,892.7678031197082,26445.560468908603,1971.214243908565,37553.87282671214,26518.924452362116,4.262862281116703,45973.3261619709,54.77191135640915
38.1,23.9,2015-03-07 00:15:00,-12.212805016291437,14.975079484861137,2.8846161459644883,7,445.5370270981368,892.7678031197082,26445.5605461917,1971.2150026234717,37553.87348911674,26518.924585828496,4.262863903420677,45973.326780051975,54.771911696735515
38.1,23.9,2015-03-07 00:16:00,-12.212729273032329,14.975832091964392,2.885272287847742,7,445.5370270981368,892.7678031197082,26445.56062407283,1971.2157552305748,37553.8741450083,26518.924719437262,4.262865512468809,45973.327392894935,54.77191203223472
38.1,23.9,2015-03-07 00:17:00,-12.212652926989438,14.976578633259805,2.8859219819363684,7,445.5370270981368,892.7678031197082,26445.56070253573,1971.2165017718703,37553.87479445014,26518.924853175326,4.262867108354196,45973.32800054394,54.771912362965594
38.1,23.9,2015-03-07 00:18:00,-12.21257599444613,14.977319150749107,2.886565291093017,7,445.5370270981368,892.7678031197082,26445.560781564316,1971.2172422893595,37553.87543750516,26518.924987029764,4.262868691169916,45973.32860304292,54.77191268898652
38.1,23.9,2015-03-07 00:19:00,-12.212498491495577,14.978053686430245,2.887202277781714,7,445.5370270981368,892.7678031197082,26445.56086114271,1971.2179768250408,37553.87607423589,26518.925120987864,4.2628702610090095,45973.32920043564,54.7719130103554
38.1,23.9,2015-03-07 00:20:00,-12.212420434039386,14.978782282287588,2.8878330040611386,7,445.5370270981368,892.7678031197082,26445.560941255197,1971.218705420898,37553.87670470445,26518.925255037084,4.262871817964458,45973.32979276558,54.771913327129646
38.1,23.9,2015-03-07 00:21:00,-12.212341837786392,14.979504980282435,2.8884575315783456,7,445.5370270981368,892.7678031197082,26445.561021886286,1971.219428118893,37553.877328972514,26518.925389165084,4.262873362129158,45973.33038007602,54.77191363936617
38.1,23.9,2015-03-07 00:22:00,-12.21226271825164,14.98022182234385,2.889075921562915,7,445.5370270981368,892.7678031197082,26445.561103020642,1971.2201449609543,37553.877947101384,26518.925523359696,4.262874893595914,45973.33096241,54.77191394712142
38.1,23.9,2015-03-07 00:23:00,-12.212183090755511,14.980932850359732,2.8896882348215196,7,445.5370270981368,892.7678031197082,26445.56118464316,1971.2208559889702,37553.87855915189,26518.92565760896,4.2628764124574,45973.33153981033,54.7719142504513
38.1,23.9,2015-03-07 00:24:00,-12.212102970423016,14.981638106168255,2.8902945317328825,7,445.5370270981368,892.7678031197082,26445.561266738903,1971.2215612447787,37553.87916518448,26518.925791901096,4.262877918806163,45973.33211231957,54.77191454941128
38.1,23.9,2015-03-07 00:25:00,-12.212022372183242,14.982337631549504,2.8908948722431242,7,445.5370270981368,892.7678031197082,26445.56134929314,1971.22226077016,37553.879765259146,26518.92592622452,4.262879412734586,45973.33267998007,54.771914844056255
38.1,23.9,2015-03-07 00:26:00,-12.21194131076891,14.983031468217447,2.891489315861472,7,445.5370270981368,892.7678031197082,26445.56143229133,1971.222954606828,37553.88035943544,26518.926060567832,4.26288089433488,45973.333242833876,54.77191513444066
38.1,23.9,2015-03-07 00:27:00,-12.211859800716148,14.983719657812156,2.892077921656331,7,445.5370270981368,892.7678031197082,26445.56151571914,1971.2236427964226,37553.88094777248,26518.926194919823,4.262882363699066,45973.33380092283,54.77191542061841
38.1,23.9,2015-03-07 00:28:00,-12.211777856364275,14.984402241892273,2.89266074825169,7,445.5370270981368,892.7678031197082,26445.561599562403,1971.2243253805027,37553.88153032894,26518.926329269467,4.262883820918957,45973.33435428849,54.77191570264289
38.1,23.9,2015-03-07 00:29:00,-12.21169549185583,14.985079261927764,2.893237853823865,7,445.5370270981368,892.7678031197082,26445.56168380718,1971.2250024005382,37553.88210716302,26518.92646360594,4.262885266086147,45973.334902972165,54.77191598056698
38.1,23.9,2015-03-07 00:30:00,-12.211612721136646,14.985750759292891,2.893809296098549,7,445.5370270981368,892.7678031197082,26445.561768439708,1971.2256738979033,37553.88267833253,26518.92659791859,4.262886699291989,45973.33544701491,54.77191625444307
38.1,23.9,2015-03-07 00:31:00,-12.211529557956057,14.986416775259457,2.8943751323481717,7,445.5370270981368,892.7678031197082,26445.56185344643,1971.2263399138699,37553.88324389475,26518.92673219697,4.262888120627583,45973.33598645752,54.771916524322975
38.1,23.9,2015-03-07 00:32:00,-12.211446015867217,14.987077350990262,2.8949354193895527,7,445.5370270981368,892.7678031197082,26445.56193881397,1971.2270004896009,37553.883803906574,26518.926866430804,4.2628895301837675,45973.33652134052,54.771916790258075
38.1,23.9,2015-03-07 00:33:00,-12.21136210822753,14.987732527532813,2.895490213581832,7,445.5370270981368,892.7678031197082,26445.562024529165,1971.2276556661434,37553.88435842438,26518.92700061,4.262890928051097,45973.33705170415,54.771917052299145
38.1,23.9,2015-03-07 00:34:00,-12.211277848199156,14.988382345813267,2.8960395708246733,7,445.5370270981368,892.7678031197082,26445.562110579023,1971.2283054844238,37553.884907504114,26518.927134724658,4.262892314319836,45973.33757758839,54.77191731049651
38.1,23.9,2015-03-07 00:35:00,-12.21119324874962,14.989026846630555,2.896583546556722,7,445.5370270981368,892.7678031197082,26445.562196950763,1971.2289499852411,37553.885451201255,26518.927268765063,4.262893689079943,45973.338099032975,54.77191756489993
38.1,23.9,2015-03-07 00:36:00,-12.211108322652544,14.989666070650767,2.897122195754321,7,445.5370270981368,892.7678031197082,26445.562283631793,1971.2295892092613,37553.88598957084,26518.927402721674,4.262895052421058,45973.33861607733,54.77191781555869
38.1,23.9,2015-03-07 00:37:00,-12.211023082488383,14.990300058401742,2.897655572930455,7,445.5370270981368,892.7678031197082,26445.562370609707,1971.2302231970123,37553.88652266739,26518.927536585135,4.262896404432497,45973.33912876062,54.7719180625215
38.1,23.9,2015-03-07 00:38:00,-12.21093754064532,14.99092885026783,2.8981837321339294,7,445.5370270981368,892.7678031197082,26445.56245787229,1971.2308519888784,37553.88705054502,26518.927670346267,4.2628977452032295,45973.339637121746,54.77191830583662
38.1,23.9,2015-03-07 00:39:00,-12.210851709320206,14.9915524864849,2.8987067269487703,7,445.5370270981368,892.7678031197082,26445.562545407527,1971.2314756250953,37553.88757325734,26518.92780399608,4.2628990748218785,45973.340141199325,54.77191854555174
